,,Depth (cm),,,,,,,,,,,,,,,,,
,Psychromonadaceae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Psychromonas,8,10,120,0,15,0,23,0,1,0,0,0,0,0,2,0,9,2
,"environmental samples <g-proteobacteria,genus Psychromonas>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Psychromonas sp.,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Psychromonas arctica,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Psychromonas ingrahamii,33,81,540,0,21,18,263,22,8,0,0,0,0,0,11,0,488,42
,unclassified Psychromonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Psychromonas sp. CNPT3,12,23,179,0,7,7,164,17,11,0,0,0,0,0,0,0,373,36
,Shewanellaceae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Parashewanella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Parashewanella spongiae,16,21,69,0,0,8,165,15,5,0,0,0,0,0,0,0,260,26
,Shewanella,128,224,413,48,189,52,691,232,79,0,0,0,0,0,48,0,1246,177
,Shewanella algae,30,58,65,0,18,21,61,10,0,0,0,0,0,0,6,0,113,11
,Shewanella amazonensis,26,41,51,0,0,9,68,5,6,0,0,0,0,0,5,0,121,6
,Shewanella baltica,15,34,89,0,5,21,87,13,6,0,0,0,0,0,0,0,167,24
,Shewanella benthica,0,20,56,0,8,10,74,18,0,0,0,0,0,0,0,0,204,15
,Shewanella decolorationis,0,13,32,0,0,70,98,0,0,0,0,0,0,0,19,0,90,12
,Shewanella denitrificans,14,16,67,0,5,10,80,13,0,0,0,0,0,0,6,0,156,20
,Shewanella donghaensis,0,31,70,0,0,17,183,33,5,0,0,0,0,0,0,0,382,46
,Shewanella frigidimarina,7,28,75,0,0,11,191,18,0,0,0,0,0,0,0,0,329,31
,Shewanella halifaxensis,5,25,60,0,10,6,91,17,0,0,0,0,0,0,0,0,247,23
,Shewanella hanedai,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,28,0
,Shewanella japonica,16,24,66,0,5,5,176,28,11,0,0,0,0,0,0,0,326,23
,Shewanella livingstonensis,8,24,49,0,0,17,110,12,6,0,0,0,0,0,0,0,182,22
,Shewanella loihica,19,38,50,5,13,11,59,8,0,0,0,0,0,0,6,0,124,10
,Shewanella marisflavi,20,29,55,0,0,5,52,22,0,0,0,0,0,0,0,0,163,12
,Shewanella oneidensis,0,14,32,0,0,5,70,7,0,0,0,0,0,0,0,0,68,12
,Shewanella pealeana,5,18,49,0,0,12,98,22,0,0,0,0,0,0,0,0,151,13
,Shewanella piezotolerans,15,32,94,0,56,9,175,45,19,0,0,0,0,0,0,0,239,70
,Shewanella psychrophila,9,37,52,0,7,8,81,22,0,0,0,0,0,0,0,0,183,11
,Shewanella putrefaciens,12,27,54,0,0,10,61,11,0,0,0,0,0,0,0,0,111,12
,Shewanella sediminis,54,42,929,0,551,46,648,835,28,0,0,0,0,0,5,0,578,217
,Shewanella violacea,5,23,50,0,0,6,66,11,0,0,0,0,0,0,0,0,137,15
,Shewanella woodyi,16,25,67,0,8,8,134,17,0,0,0,0,0,0,0,0,254,18
,unclassified Shewanella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Shewanella sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
,Shewanella sp. ANA-3,0,0,12,0,0,8,20,0,0,0,0,0,0,0,0,0,34,0
,Shewanella sp. KTSW-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
,Shewanella sp. MR-4,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0
,Shewanella sp. MR-7,0,5,6,0,0,0,6,0,0,0,0,0,0,0,0,0,28,0
,Shewanella sp. SK-3-30-1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
,Shewanella sp. W3-18-1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0
,Cardiobacteriales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cardiobacteriaceae,9,1,0,0,0,2,0,8,0,0,0,0,0,0,1,0,5,6
,Cardiobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cardiobacterium hominis,20,28,37,5,8,25,28,0,20,0,0,0,0,0,13,6,28,0
,Dichelobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dichelobacter nodosus,0,5,28,0,0,14,34,0,0,0,0,0,0,0,0,0,51,0
,Cellvibrionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cellvibrionaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cellvibrio,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
,Cellvibrio japonicus,31,46,77,0,5,30,134,20,5,0,0,0,0,0,7,0,256,13
,"environmental samples <g-proteobacteria,genus Cellvibrio>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Cellvibrio sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
,Saccharophagus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Saccharophagus degradans,16,32,82,0,5,12,198,27,0,0,0,0,0,0,0,0,401,29
,Simiduia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Simiduia agarivorans,45,66,98,0,19,28,99,27,0,0,0,0,0,0,7,0,217,16
,Teredinibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Teredinibacter turnerae,18,46,96,0,0,10,161,13,0,0,0,0,0,0,0,0,288,24
,unclassified Cellvibrionaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cellvibrionaceae bacterium Bs08,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0
,Cellvibrionaceae bacterium Bsc2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,17,0
,Halieaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Halioglobus,9,5,22,7,1,0,4,2,0,0,0,0,0,0,0,0,13,0
,Halioglobus japonicus,78,69,171,0,21,22,82,7,0,0,0,0,0,0,5,0,207,14
,Halioglobus pacificus,86,84,189,0,22,25,85,17,0,0,0,0,0,0,10,0,232,26
,Microbulbiferaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Microbulbifer,4,6,11,5,11,0,14,2,3,0,0,0,0,0,4,0,23,6
,Microbulbifer agarilyticus,42,39,84,0,6,16,47,16,10,0,0,0,0,0,0,0,163,9
,Microbulbifer thermotolerans,45,51,79,0,12,39,37,11,0,0,0,0,0,0,5,0,122,9
,unclassified Microbulbifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Microbulbifer sp. A4B17,22,34,66,0,6,26,76,6,0,0,0,0,0,0,9,0,103,11
,Spongiibacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oceanicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oceanicoccus sagamiensis,38,68,173,0,0,18,242,33,7,0,0,0,0,0,5,0,543,71
,Zhongshania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zhongshania aliphaticivorans,26,36,84,0,0,11,133,14,5,0,0,0,0,0,0,0,198,20
,Chromatiales,48,76,104,14,24,39,62,21,5,0,0,0,0,0,15,3,152,9
,Chromatiaceae,47,60,87,11,21,56,74,12,16,0,0,0,0,0,9,5,163,10
,Allochromatium,5,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
,Allochromatium vinosum,79,109,150,13,45,105,82,8,0,0,0,0,0,0,42,0,159,7
,Marichromatium,3,2,4,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
,Marichromatium purpuratum,102,111,173,6,61,124,102,21,0,0,0,0,0,0,33,0,239,8
,Nitrosococcus,19,25,31,10,14,9,36,8,7,0,0,0,0,0,10,0,63,8
,Nitrosococcus halophilus,45,62,97,8,17,314,85,12,0,0,0,0,0,0,97,0,189,29
,Nitrosococcus oceani,23,38,61,0,0,21,69,0,0,0,0,0,0,0,0,0,156,6
,Nitrosococcus watsonii,19,38,52,0,7,14,28,5,0,0,0,0,0,0,0,0,160,11
,Rhabdochromatium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhabdochromatium marinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
,Rheinheimera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
,Thiocapsa,5,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0
,Thiocapsa roseopersicina,7,0,6,0,0,0,6,0,0,0,0,0,0,0,10,0,41,0
,Thiococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thiococcus pfennigii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
,Thiocystis,5,3,0,0,0,4,3,3,0,0,0,0,0,0,1,0,0,0
,Thiocystis violacea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
,Thiocystis violascens,106,130,168,9,45,130,89,15,0,0,0,0,0,0,40,0,263,22
,Thiodictyon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Thiodictyon syntrophicum,173,240,263,36,86,269,274,5,0,0,0,0,0,0,111,0,152,15
,Thioflavicoccus,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thioflavicoccus mobilis,118,141,143,20,80,207,103,18,0,0,0,0,0,0,85,0,182,5
,Thiorhodococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,Thiorhodococcus drewsii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
,Thiorhodovibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thiorhodovibrio winogradskyi,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0
,Ectothiorhodospiraceae,39,42,35,18,10,19,36,2,8,0,0,0,0,0,4,6,68,7
,Acidihalobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acidihalobacter prosperus,108,123,208,12,66,253,193,26,5,0,0,0,0,0,119,0,414,21
,Alkalilimnicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Alkalilimnicola ehrlichii,90,84,113,6,39,80,50,14,0,0,0,0,0,0,25,0,115,5
,Ectothiorhodospira,31,35,49,11,5,14,48,9,7,0,0,0,0,0,9,0,158,10
,Ectothiorhodospira haloalkaliphila,50,69,81,0,17,32,68,10,0,0,0,0,0,0,0,0,167,7
,Ectothiorhodospira sp. BSL-9,62,79,90,5,19,39,53,0,0,0,0,0,0,0,16,0,154,8
,Halorhodospira,1,1,4,2,3,0,1,0,0,0,0,0,0,0,0,0,0,3
,Halorhodospira halochloris,18,36,52,0,7,38,27,16,0,0,0,0,0,0,10,0,100,8
,Halorhodospira halophila,70,55,78,7,35,111,56,5,0,0,0,0,0,0,53,0,64,0
,Spiribacter,2,0,2,0,5,4,0,8,0,0,0,0,0,0,0,0,0,0
,Spiribacter curvatus,45,43,55,0,13,38,30,0,0,0,0,0,0,0,10,0,56,7
,Spiribacter salinus,41,43,46,0,0,37,31,0,0,0,0,0,0,0,8,0,70,13
,Thioalkalivibrio,49,42,64,21,17,98,42,16,2,0,0,0,0,0,20,0,88,14
,Thioalkalivibrio nitratireducens,75,82,83,0,24,66,43,0,0,0,0,0,0,0,33,0,76,0
,Thioalkalivibrio paradoxus,69,84,69,6,27,84,37,0,0,0,0,0,0,0,36,0,73,0
,Thioalkalivibrio sulfidiphilus,134,139,191,13,51,95,154,20,6,0,0,0,0,0,26,0,427,14
,Thioalkalivibrio versutus,60,63,83,0,24,57,72,22,0,0,0,0,0,0,20,0,164,10
,unclassified Thioalkalivibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thioalkalivibrio sp. K90mix,73,57,79,0,21,74,57,0,0,0,0,0,0,0,17,0,119,0
,"environmental samples <g-proteobacteria,order Chromatiales>",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,uncultured Chromatiales bacterium,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,73,16
,Granulosicoccaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Granulosicoccus,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Granulosicoccus antarcticus,63,95,155,0,17,30,146,15,7,0,0,0,0,0,7,0,237,20
,Halothiobacillaceae,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,Halothiobacillus,0,1,0,0,0,0,5,2,1,0,0,0,0,0,0,0,4,0
,Halothiobacillus neapolitanus,25,70,63,0,0,29,72,12,5,0,0,0,0,0,14,0,168,8
,unclassified Halothiobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Halothiobacillus sp. HL27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
,Halothiobacillus sp. RA13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
,Thioalkalispiraceae,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0
,"environmental samples <g-proteobacteria,family Thioalkalispiraceae>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Thioalkalispiraceae bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
,Thiohalophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
,"environmental samples <g-proteobacteria,genus Thiohalophilus>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,uncultured Thiohalophilus sp.,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17,0
,Thiohalophilus thiocyanatoxydans,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
,unclassified Chromatiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thiohalobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thiohalobacter thiocyanaticus,237,241,366,15,80,137,253,29,6,0,0,0,0,0,55,0,546,23
,Wenzhouxiangellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wenzhouxiangella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wenzhouxiangella marina,120,83,101,5,29,70,61,13,0,0,0,0,0,0,24,0,106,11
,Woeseiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Woeseia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Woeseia oceani,192,108,165,0,35,33,107,7,0,0,0,0,0,0,14,0,277,14
,Enterobacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Budviciaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leminorella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leminorella richardii,7,25,29,0,5,14,34,15,0,0,0,0,0,0,6,0,30,5
,Pragia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pragia fontium,12,35,53,0,0,6,82,5,0,0,0,0,0,0,5,0,120,15
,Enterobacteriaceae,687,998,1589,170,314,603,1844,441,162,0,0,0,0,0,182,113,3199,361
,Atlantibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Atlantibacter hermannii,8,19,26,0,6,8,34,0,0,0,0,0,0,0,0,0,51,0
,Candidatus Ishikawaella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Ishikawaella capsulata,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,26,0
,Candidatus Moranella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Moranella endobia,5,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,22,0
,Candidatus Riesia,0,6,5,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Riesia pediculicola,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,30,0
,Candidatus Riesia pediculischaeffi,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0
,Candidatus Riesia pthiripubis,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
,Cedecea,5,3,8,0,8,6,6,2,0,0,0,0,0,0,3,0,9,4
,Cedecea lapagei,0,11,26,0,0,0,17,0,0,0,0,0,0,0,0,0,16,0
,Cedecea neteri,27,56,81,0,8,23,67,9,0,0,0,0,0,0,10,0,82,6
,Citrobacter,27,32,35,3,21,21,18,9,6,0,0,0,0,0,10,0,39,15
,Citrobacter amalonaticus,19,15,50,0,6,16,47,9,0,0,0,0,0,0,10,0,70,6
,Citrobacter farmeri,0,11,13,0,0,0,11,0,0,0,0,0,0,0,0,0,12,0
,Citrobacter freundii complex,36,38,66,5,16,19,55,5,10,0,0,0,0,0,16,0,84,6
,Citrobacter braakii,0,8,7,0,0,0,21,0,0,0,0,0,0,0,0,0,27,0
,Citrobacter freundii,22,41,73,0,0,25,116,8,0,0,0,0,0,0,9,0,88,7
,Citrobacter werkmanii,0,16,25,0,0,9,9,5,0,0,0,0,0,0,0,0,14,0
,Citrobacter youngae,0,0,11,0,0,0,12,0,0,0,0,0,0,0,0,0,20,0
,Citrobacter koseri,10,30,32,0,10,32,29,7,7,0,0,0,0,0,8,0,51,0
,Citrobacter rodentium,0,7,11,0,0,10,27,0,0,0,0,0,0,0,0,0,33,0
,Cronobacter,36,42,51,10,23,19,38,8,0,0,0,0,0,0,15,0,44,23
,Cronobacter condimenti,14,22,25,0,0,6,34,8,0,0,0,0,0,0,5,0,67,0
,Cronobacter dublinensis,5,0,7,0,6,13,11,0,0,0,0,0,0,0,0,0,14,0
,Cronobacter malonaticus,6,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0
,Cronobacter muytjensii,5,5,19,0,0,6,23,5,0,0,0,0,0,0,6,0,21,0
,Cronobacter sakazakii,10,14,28,0,6,18,11,0,0,0,0,0,0,0,10,0,47,5
,Cronobacter turicensis,5,11,9,0,0,11,11,0,0,0,0,0,0,0,9,0,24,0
,Cronobacter universalis,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,26,0
,Enterobacter,56,73,65,18,19,34,42,16,13,0,0,0,0,0,16,17,75,16
,Enterobacter bugandensis,0,7,5,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0
,Enterobacter cloacae complex,55,77,93,36,21,43,56,27,18,0,0,0,0,0,19,10,119,15
,Enterobacter asburiae,7,9,26,0,14,15,24,0,0,0,0,0,0,0,0,0,24,0
,Enterobacter cancerogenus,5,6,16,0,0,5,11,5,0,0,0,0,0,0,0,0,22,0
,Enterobacter cloacae,47,77,88,0,14,62,59,10,0,0,0,0,0,0,20,5,137,9
,Enterobacter hormaechei,0,18,30,0,0,25,13,0,0,0,0,0,0,0,12,0,47,0
,Enterobacter kobei,5,15,11,0,5,11,11,0,0,0,0,0,0,0,0,0,13,5
,Enterobacter ludwigii,15,26,36,0,0,16,58,0,0,0,0,0,0,0,0,0,128,14
,Enterobacter soli,6,16,22,0,0,10,9,0,0,0,0,0,0,0,0,0,15,0
,unclassified Enterobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Enterobacter sp. 638,5,8,12,0,0,10,23,0,0,0,0,0,0,0,0,0,50,10
,Enterobacter sp. R4-368,0,5,20,0,0,6,8,6,0,0,0,0,0,0,0,0,16,0
,Escherichia,25,44,52,7,24,19,73,19,9,0,0,0,0,0,18,14,69,10
,Escherichia albertii,7,15,50,0,0,11,43,12,0,0,0,0,0,0,0,0,106,10
,Escherichia coli,75,97,173,60,38,122,206,64,22,0,0,0,0,0,51,139,326,35
,Escherichia fergusonii,0,6,17,0,0,0,30,0,0,0,0,0,0,0,0,0,27,6
,Franconibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Franconibacter helveticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
,Gibbsiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gibbsiella quercinecans,23,24,33,0,0,9,36,0,0,0,0,0,0,0,0,0,40,0
,Klebsiella,99,140,151,26,38,131,134,32,20,0,0,0,0,0,43,25,209,16
,Klebsiella aerogenes,23,39,57,0,6,34,45,0,0,0,0,0,0,0,13,0,55,0
,Klebsiella michiganensis,7,16,15,0,0,7,25,7,0,0,0,0,0,0,0,7,45,0
,Klebsiella oxytoca,20,45,47,0,0,22,86,15,0,0,0,0,0,0,11,5,141,12
,Klebsiella pneumoniae,59,86,105,14,26,69,76,23,5,0,0,0,0,0,29,18,186,9
,Klebsiella quasipneumoniae,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Klebsiella variicola,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0
,Kluyvera,2,3,8,0,0,0,5,3,0,0,0,0,0,0,2,0,14,7
,Kluyvera georgiana,5,11,11,0,0,15,7,5,0,0,0,0,0,0,7,0,0,0
,Kluyvera intermedia,0,15,22,0,0,8,23,0,0,0,0,0,0,0,0,0,37,0
,Kosakonia,25,28,43,0,21,6,65,9,0,0,0,0,0,0,8,0,141,19
,Kosakonia cowanii,15,34,36,0,0,16,35,0,0,0,0,0,0,0,0,0,68,5
,Kosakonia oryzae,0,5,15,0,0,5,5,0,0,0,0,0,0,0,0,0,12,0
,Kosakonia radicincitans,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
,Kosakonia sacchari,6,16,18,0,0,7,17,0,0,0,0,0,0,0,0,0,43,0
,Leclercia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leclercia adecarboxylata,40,43,73,0,15,36,56,10,0,0,0,0,0,0,8,14,82,11
,Lelliottia,1,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
,Lelliottia amnigena,14,26,28,0,0,18,67,7,0,0,0,0,0,0,0,0,146,10
,Lelliottia nimipressuralis,0,0,6,0,0,5,5,0,0,0,0,0,0,0,5,0,12,0
,Pluralibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,[Enterobacter] lignolyticus,17,19,42,0,5,22,21,0,0,0,0,0,0,0,5,0,34,0
,Pluralibacter gergoviae,23,30,43,0,6,18,31,0,0,0,0,0,0,0,9,0,35,0
,Pseudescherichia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudescherichia vulneris,14,11,16,0,0,17,22,0,0,0,0,0,0,0,0,0,36,0
,Raoultella,23,9,12,6,10,9,11,0,0,0,0,0,0,0,4,0,29,6
,Raoultella electrica,0,17,22,0,0,12,6,0,0,0,0,0,0,0,0,0,9,0
,Raoultella ornithinolytica,0,0,5,0,0,6,6,0,0,0,0,0,0,0,5,0,0,0
,Raoultella planticola,0,11,10,0,0,11,14,0,0,0,0,0,0,0,9,0,0,0
,Raoultella terrigena,0,8,5,0,0,18,9,0,0,0,0,0,0,0,8,0,14,0
,Salmonella,4,4,7,1,3,5,7,5,5,0,0,0,0,0,0,0,7,0
,Salmonella bongori,7,15,18,0,0,0,30,0,0,0,0,0,0,0,7,0,44,6
,Salmonella enterica,99,131,245,14,42,108,284,38,0,0,0,0,0,0,44,34,348,26
,Shigella,0,9,6,0,0,7,6,0,0,0,0,0,0,0,0,0,10,0
,Shigella dysenteriae,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Shimwellia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Shimwellia blattae,10,24,40,0,0,10,23,0,0,0,0,0,0,0,0,0,39,0
,unclassified Enterobacteriaceae,0,0,1,8,4,0,4,0,0,0,0,0,0,0,0,0,10,1
,"ant, tsetse, mealybug, aphid, etc. endosymbionts",9,13,13,5,4,5,5,4,0,0,0,0,0,0,6,0,3,3
,ant endosymbionts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Blochmannia,0,15,15,0,0,11,12,0,0,0,0,0,0,0,5,0,8,8
,Candidatus Blochmannia chromaiodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
,Candidatus Blochmannia floridanus,0,6,10,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0
,Candidatus Blochmannia nearcticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
,Candidatus Blochmannia vafer,0,0,9,0,0,9,5,0,0,0,0,0,0,0,0,0,21,0
,aphid secondary symbionts,7,8,10,0,5,8,1,1,0,0,0,0,0,0,0,0,2,7
,Candidatus Hamiltonella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Hamiltonella defensa,5,17,42,0,0,12,64,8,0,0,0,0,0,0,0,0,115,7
,Candidatus Regiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Regiella insecticola,5,6,6,0,0,7,19,0,0,0,0,0,0,0,0,0,60,0
,secondary endosymbiont of Ctenarytaina eucalypti,0,0,8,0,0,0,16,6,0,0,0,0,0,0,0,0,47,9
,secondary endosymbiont of Heteropsylla cubana,0,5,8,0,0,0,22,0,0,0,0,0,0,0,0,0,43,0
,Candidatus Annandia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Annandia adelgestsuga,0,0,6,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Benitsuchiphilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Benitsuchiphilus tojoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
,Candidatus Gullanella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Gullanella endobia,0,0,9,0,0,10,26,0,0,0,0,0,0,0,0,0,38,5
,Candidatus Purcelliella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Purcelliella pentastirinorum,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,39,0
,Candidatus Tachikawaea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Candidatus Tachikawaea gelatinosa,0,7,14,0,0,0,23,0,0,0,0,0,0,0,0,0,87,7
,unclassified Enterobacteriaceae (miscellaneous),9,22,9,0,12,3,1,7,0,0,0,0,0,0,5,0,1,9
,Enterobacteriaceae bacterium bta3-1,0,0,12,0,0,0,11,0,0,0,0,0,0,0,0,0,38,0
,Enterobacteriaceae bacterium strain FGI 57,8,0,10,0,0,9,6,0,0,0,0,0,0,0,0,0,11,0
,Plautia stali symbiont,14,6,20,0,0,12,15,8,0,0,0,0,0,0,0,0,23,0
,Erwiniaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Buchnera,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Buchnera aphidicola,50,166,333,27,27,199,323,47,11,0,0,0,0,0,72,0,888,74
,Erwinia,46,45,29,20,21,17,41,15,6,0,0,0,0,0,12,0,71,12
,Erwinia amylovora,0,26,33,0,5,0,20,5,0,0,0,0,0,0,0,0,26,0
,Erwinia billingiae,5,25,27,0,6,7,31,12,0,0,0,0,0,0,0,0,66,5
